NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Franklin County,Georgia,8425,2.66,81.6,17.1,7.1,90.1,3.3,6.7,24.7,47821,24338,21,10738,2.1,1.6,1.9,0.5,0.4,70.1,120500,23015,50.9,5.5,21.9,19,85.3,8.9,0.3,1.2,0,2.1,4.9,83.1,454,6523,1839,366,0,0,0,0,0,0,293082,43086,89.26770928,R
Fulton County,Georgia,427379,2.38,93.1,54.5,5.2,82.2,13.4,16.1,28.9,72741,49369,13.4,479696,1.6,3.5,7.3,9.7,23,52.9,326700,1051550,51.6,5.8,21.8,11.7,43.4,43.6,0.4,7.3,0,3.5,7.2,39.3,39155,849093,123704,28669,2169,85,3129,0,677,6123,16815853,6380581,2019.914419,D
Gilmer County,Georgia,12423,2.47,84.4,21.4,11.4,85.6,6,9.9,31,57376,27789,15.2,17289,1.1,0.7,0.5,0.6,1,73.4,205800,30986,50.1,5.1,19.1,25,92.1,0.4,1.1,0.3,0,2.5,11.7,85.7,596,6298,3068,554,0,0,0,0,0,111,328038,48052,73.59932819,R
Glascock County,Georgia,1118,2.6,76.1,10.3,7.6,93.8,0,0.3,33.5,46500,24258,18.1,1533,2.5,0,0.1,0.7,0,73.3,82600,2984,51.7,2.4,22.2,16.9,88.9,9.7,0.5,0,0,0.9,1.6,87.2,26,202,191,0,0,0,0,0,0,0,6078,737,20.66846616,R
Glynn County,Georgia,34191,2.43,88.6,29.7,9.5,83.6,5.2,7.7,21,56952,33975,17.1,43486,5.3,3.6,5.8,3.1,4.6,65,194300,85008,52.9,5.7,21.8,20.3,67.8,25.5,0.2,1.5,0.1,3.6,6.6,63.3,2583,31651,7789,2175,52,0,72,0,24,0,1498859,594186,203.2935145,R
Gordon County,Georgia,20446,2.8,77.9,15.9,5.9,88.8,8.8,16,24,48662,25114,15.9,22730,1.2,2.8,3.2,3.3,3.7,66.7,148300,57756,51,5.9,24.3,15,84.8,4.1,1.2,1.2,0.1,3.5,16.1,77.2,1024,19493,3881,914,0,0,132,0,0,124,660129,89192,162.6151955,R
Grady County,Georgia,9116,2.69,81.3,15.3,9.3,84.4,5.4,11.4,26,48047,24272,18.3,10901,1.2,2.8,1.9,1.2,0.6,65.8,121700,24693,51,5,24.6,18.2,64.4,29.2,0.5,0.6,0,5,11.4,58.1,420,4669,1622,374,0,0,0,0,0,0,214581,19449,54.19785608,R
Greene County,Georgia,7371,2.39,87,30.5,9,89.7,5,6.9,26.8,57880,42339,16.2,10094,1.9,2,1.2,1.6,1.2,76.8,241300,17808,50.6,5,18.6,29.5,58.9,34.5,0,1.1,0,1.5,6.1,58,460,5702,2004,385,0,0,0,0,0,46,271876,197667,47.26782481,R
Gwinnett County,Georgia,299683,3.07,87.9,37.4,5.8,88.1,25.3,34.7,34.2,72787,31935,10.5,312887,1.6,1.8,3.9,6.3,6.7,66.5,235700,926414,51.2,6.6,27,10,45.4,28.1,0.4,12.1,0,5.4,21.2,36.1,25682,347324,130822,19894,928,0,3978,0,1275,4007,15083256,1910283,2174.175275,D
Habersham County,Georgia,15258,2.82,80.2,21.1,7.9,88.9,8.2,16.1,28.5,54147,24060,13.6,18578,1.3,1.8,1.9,0.7,0.7,79.8,155200,45204,52.9,6.1,22.5,18.5,85,2.6,0.2,2.2,0.7,4.3,15.6,76.3,886,11832,3557,787,0,0,0,0,0,0,512015,71023,163.7408854,R
Hall County,Georgia,65555,3.05,79.2,24,6.8,87.1,16.5,29.3,27.7,63651,30459,14,74544,1.2,1.7,2.9,4.1,5,68.9,212700,201434,50.3,6.5,25.3,15,80.5,7.2,0.3,1.9,0,6,28.5,60.3,4602,86434,19238,3783,0,0,262,0,178,570,2948879,338532,520.2074444,R
Hancock County,Georgia,3072,1.99,70.3,9.3,6.5,88.3,2.6,2.8,28.5,32914,17802,24.6,5418,1.5,1.3,0.4,0.1,2.2,73.4,80400,8500,42.2,3.9,10.9,22.9,24.6,72.2,0,1.4,0.1,0.4,1.5,24.4,62,627,637,47,0,0,0,0,0,0,22712,0,17.95285786,D
Haralson County,Georgia,11454,2.56,82.3,17.3,6.2,89,1,2.2,29.4,52021,27507,12.6,12513,2.3,1.7,1.1,0.9,1.6,68.7,144200,29608,50.9,5.8,23.8,16.1,91.9,4.3,0.1,0.8,0,2.2,1.9,90.5,476,5756,2343,330,0,0,0,0,0,0,398561,27788,105.5835218,R
Harris County,Georgia,12429,2.74,93.6,32.4,12.9,90.1,1.9,4.2,27.2,79860,37882,5.8,14336,0.5,0.3,0.5,0.8,0.2,89.3,230400,34676,50.2,5.1,21.4,18.4,79.2,16,0.1,0.7,0,3.1,3.8,76.5,470,4170,2832,315,0,0,0,0,0,0,73420,0,75.96834218,R
Hart County,Georgia,10271,2.44,82.8,17.2,9.2,89.8,2.2,4.9,22.1,45874,24443,13.6,13237,1.2,0.8,1.7,0.3,1.6,73.4,149100,25981,50.5,4.9,20.6,22.7,76.8,19.6,0.6,1,0,1.6,3.7,74.6,418,5863,2058,424,0,0,0,0,0,0,213638,0,112.7474233,R
Heard County,Georgia,4649,2.5,81.9,9.2,9.2,88.3,2.3,4.6,35.1,50583,23498,19.7,5231,2,2.9,1.3,0.2,1.1,68,114500,11785,50.6,5.5,22.8,16.7,86.7,8.5,0,0.8,0.1,3.5,2.8,84.8,119,1272,859,130,0,0,0,0,0,0,23042,0,40.28417999,R
Henry County,Georgia,78204,2.93,91.8,28.1,9.6,86.1,7.5,10.2,33.7,71110,31173,9.1,82938,1.1,1.3,2.5,4.2,4,70.9,189600,229994,52.3,5.7,25.7,11.7,45.4,45.6,0.1,3.4,0,3.9,7.1,41.1,4159,56503,26670,3023,333,0,377,0,0,722,2947943,396542,736.111474,D
Houston County,Georgia,58042,2.65,92.6,31,16,85.5,5.8,8.3,22.4,65870,30616,11.6,63867,1.2,3.9,5.4,3.4,1.7,66.5,157200,155317,51.8,6.6,25.5,12.7,59.4,31.3,0.6,3.4,0.2,4.2,6.6,55.5,2625,41739,11845,1935,0,0,280,0,36,405,2075908,347056,419.8000195,R
Irwin County,Georgia,3477,2.65,81.2,17.2,5.8,90.9,1.4,4.4,23.1,41484,21123,22.1,4086,3.2,1.5,1.7,0,0,69.3,83200,9379,46.1,4.3,21.3,19.2,70,28.9,0.4,0.4,0,0.2,4.1,66.4,117,1399,667,0,0,0,0,0,0,0,32027,2117,26.57164273,R
Jackson County,Georgia,24268,2.87,85.3,23.5,8.1,88.8,4.8,8.4,31.1,68307,29724,9.3,26093,1.3,1.1,2.1,0.8,1.2,79,210100,70467,50.5,6.5,25.3,14.4,85.2,7,0,1.8,0,3.4,8.1,80.8,1438,29687,6861,1245,0,0,98,0,0,0,1578625,68934,214.8476498,R
Jasper County,Georgia,5326,2.63,85.1,14.6,7,92.6,2.2,3.7,35.7,52409,24270,15.3,6497,1.6,0.2,0.6,0,0.1,80,145000,14074,51.2,5.5,23.6,18,75.3,19.7,0.1,0.2,0,1.9,3.9,74.3,186,1526,1327,190,0,0,0,0,0,0,54179,6243,38.59598471,R
Jeff Davis County,Georgia,5139,2.91,78.4,11,6.4,91.4,2.7,9.5,22.9,36987,18452,20.4,6533,3.4,1.7,2.8,0.9,0.4,65.4,85900,15063,51.3,7.1,26.4,15.4,75.9,16.4,0,0.3,0,3.8,12.3,71,233,3824,1026,211,0,0,0,0,0,0,164341,16211,45.67598235,R
Jefferson County,Georgia,5583,2.68,78.5,10.7,7.1,88.3,2.3,4.3,29.8,37009,21178,21.1,7266,4.9,2.9,1.9,0.6,0.3,63.9,85600,15489,51.8,6.2,23.6,18.2,43.7,53,0.1,0.4,0,1.1,3.9,42.1,310,3691,1461,239,0,0,0,0,0,0,136775,15308,29.1747654,D
Jenkins County,Georgia,3392,2.49,78.1,5.2,7.6,89.1,4.7,6.8,29,25712,14212,34.5,4567,1.3,1.8,0.5,0,0.5,75.4,61300,8787,52,6.5,21.2,17.2,58.1,35.6,2.1,0.7,0,1.4,6.3,55.3,101,1052,491,121,0,0,0,0,0,0,32877,7490,24.97949155,R
Johnson County,Georgia,3483,2.54,74,7,8,85.2,0.6,3.1,29.5,42421,21093,23,4127,1.9,1,1.5,0.3,3.5,70.9,68900,9717,43.5,5.7,19,19,63.8,33.9,0,0.2,0,1.7,2.6,62,123,874,552,144,0,0,0,0,0,23,40857,1636,31.82310106,R
Jones County,Georgia,10914,2.6,91.7,20.8,9.9,91.4,1.1,2.2,27.9,63046,27555,11.6,11910,1.5,0.7,1.7,0,0.7,80.3,149700,28622,51.9,5.4,23.1,17.7,72.3,24.5,0.2,0.6,0,2.1,1.8,70.8,329,2725,2143,233,0,0,0,0,0,0,107047,0,72.94227444,R
Lamar County,Georgia,6658,2.63,87.2,14,9.2,87.4,2.5,2.5,31.2,50088,24576,15.1,7624,6.1,1.1,2.5,0.7,1.4,71.8,145800,18834,50.7,5.7,20.9,17.6,66.8,28.4,0,0.5,0,3.6,2.5,65.1,265,3164,1415,0,0,0,0,0,0,27,116873,21297,103.961493,R
Lanier County,Georgia,3825,2.67,84.9,19.7,10.9,81.3,5,6.2,23.5,32158,18788,28.6,4440,1.7,0,2.1,0.8,0.8,62.7,117800,10534,53.4,7.4,22.4,13,72.5,23,0.1,0.5,0,3.3,6.4,68.1,95,840,616,75,0,0,0,0,0,0,33676,0,53.03349869,R
Laurens County,Georgia,17159,2.71,86.3,17.1,8.3,90,2.1,3.4,24.8,39476,23694,26.3,21602,3.8,3.7,2.8,0.7,0.3,63,99600,47404,52.8,6.5,24.6,17.5,57.8,37.6,0.2,1.1,0,0.9,2.7,56.7,1071,15693,4055,823,0,0,0,0,0,0,754243,101138,58.89289941,R
Lee County,Georgia,10550,2.72,92.2,27.1,10,88.2,3.5,4.5,22.1,68338,29379,12.1,11346,3.9,1.7,1.7,1.4,0.3,76.7,166900,29735,49.8,6.5,26.4,13,72,21.7,0.1,2.3,0.1,3.2,3,71,415,4599,2532,386,0,0,0,0,0,0,224906,19385,84.27504238,R
Liberty County,Georgia,24053,2.49,91.9,19.3,23.8,72.2,6.2,13.1,22.3,50411,24121,14.6,28566,2.6,9.3,5.4,3.7,2.6,46,133700,62039,49.5,10.3,28,9.1,43.7,40.7,0.5,1.9,0.5,8.7,12.7,38.3,868,13972,3612,717,0,0,104,0,0,163,598647,104289,118.9516166,D
Lincoln County,Georgia,3277,2.39,84.6,13.9,7.3,93.2,2.3,2,34.2,42036,24074,20.1,4911,1.3,0.9,1.7,0,0,72.4,132300,7929,52.1,5.2,19.2,24,67.6,30,0.1,0.1,0,1.3,2,66.5,153,786,678,0,0,0,0,0,0,0,41125,3681,37.65070245,R
Long County,Georgia,6006,3.18,86,14.7,16.4,78.4,3.7,13.1,29.8,52099,22553,20.8,7040,0.4,0.1,3.2,0.6,0.6,62.7,129800,19236,49.6,6.8,27.9,8.9,61.1,25.1,0.2,0.7,0.3,6.4,11.4,56.8,87,446,1038,84,0,0,0,0,0,0,19056,0,48.84948361,R
Lowndes County,Georgia,42755,2.62,88.3,26.2,8.5,85.7,3.4,6,19.5,46113,24580,22.7,48525,2.8,4.3,7.9,4.3,3.1,52.5,145900,116436,51.5,6.8,24,12.3,55.8,36.9,0.5,1.5,0.1,3,5.8,53.1,2799,42031,8132,2146,81,0,135,0,0,344,2098937,307632,236.1537566,R
Lumpkin County,Georgia,11866,2.66,86,31.4,8.2,85.2,4,5.4,28.1,52872,29361,14.1,13768,2.2,3.3,0.6,0.5,1.6,72.6,199100,33009,51.5,4.1,18,17.8,94.2,2.1,0.4,0.8,0.1,1.3,4.9,90.5,543,5095,2730,540,0,0,0,0,0,148,236370,63848,118.7874112,R
Macon County,Georgia,4648,2.37,72.3,10.1,5.1,87.4,1.3,6.8,24.1,31910,20198,28.6,6101,2.8,2.9,2.4,0.3,0.5,61.4,68600,13107,47,5,18.9,17.1,33.6,61.9,0,0.1,0,1,4.3,31.4,177,1607,813,189,0,0,0,0,0,0,43738,8814,32.3140151,D
Madison County,Georgia,10622,2.76,83.3,19.2,6.2,90.8,3,6.2,26.5,51142,24772,19.9,12032,0.9,2.1,0.2,0,0,73.3,143200,29624,51.2,5.7,23,16.7,83.6,8.8,0.2,1.3,0,2.3,5.8,80.2,387,2619,2427,383,0,0,0,0,0,0,116058,9369,105.8344234,R
Marion County,Georgia,3423,2.44,79.9,13.4,12.3,93.1,3.8,9.1,35.2,52450,23617,14.2,4225,2,1.3,1,1.4,2,75.9,109400,8450,52.4,4.9,22.7,20.6,60.2,30.5,0.1,1.2,0.4,2.8,7.7,58.8,79,1226,458,72,0,0,0,0,0,23,28791,0,22.83774159,R
McDuffie County,Georgia,8238,2.56,84.4,15,8.8,89.8,2.5,5.2,25.3,47327,23355,19,9371,2.7,1.5,2.1,1.3,2.3,68,115100,21404,53.8,6.4,24.9,17.7,53.6,39.9,0,0.4,1.1,2.3,3.2,53.2,425,6003,1942,441,0,0,0,0,0,77,335533,34574,82.77413367,R
McIntosh County,Georgia,6343,2.23,86.5,17.5,11.4,94.4,1.4,3.1,29.6,56262,28352,15,9631,0,0.2,1.1,2.9,1.2,82.1,152700,14217,49.9,2.9,16.3,26.7,62.3,34.6,0.1,1.7,0,1.3,0.4,62,178,1161,1134,117,0,0,0,0,0,0,90928,22899,33.3322435,R
Meriwether County,Georgia,8255,2.52,81.5,10.8,7.4,89.6,0.7,1.8,35.5,40769,22905,20.9,10047,1.7,0.6,0.4,0.3,4.3,66.1,112500,21080,51.7,5.9,21.4,20.4,57.9,40.3,0.1,0.2,0,0.7,2.3,56.4,285,2878,1718,260,0,0,0,0,0,35,104673,11297,42.2306718,R
Miller County,Georgia,2339,2.37,85.4,18.6,4.4,89.6,0.4,0.4,24.2,49771,24492,20.3,2759,3,2,0.9,0.4,0.3,66.5,99400,5725,51.7,6.2,23.1,22,67.7,31,0.2,0.1,0.5,0.4,0.5,67.6,127,1309,328,0,0,0,0,0,0,0,57616,3520,20.24623734,R
Mitchell County,Georgia,8018,2.47,79.9,11.7,9,88.4,3.5,7.9,22.6,39404,19377,26.3,9086,7.5,2.9,3.2,0.4,0.1,62.8,94200,22072,48.3,5.6,22,16.9,48.1,46,0.3,0.5,0.2,3.5,4.7,45.7,363,5220,1380,323,0,0,0,0,0,0,139510,20122,42.68799808,R
Monroe County,Georgia,10177,2.59,86.8,26.6,8,89.5,1.6,2.2,27.3,60491,34630,15.5,11192,0.2,2.2,1.8,0.8,1.3,81.9,175000,27455,49.5,5.1,21.2,18.5,73.7,22.8,0.2,0.6,0,2,2.4,72.4,536,6077,2517,440,0,0,0,0,0,0,226720,32793,69.62531174,R
Montgomery County,Georgia,3061,2.7,83.3,16.5,7.5,84,4.5,6.8,25.7,45230,23744,16.5,4000,0.9,0.9,1,0.3,0,75.3,92200,9069,49.8,5.1,20.4,16.8,67.3,26.2,0,0.4,0,1.1,6.9,65.1,107,1109,585,97,0,0,0,0,0,0,32183,3501,38.03518245,R
Morgan County,Georgia,7040,2.65,88.7,24.2,7.9,91.2,1.8,2.5,22.5,68669,34205,7.7,7866,3.8,0.9,0.4,0.9,0.8,74,230400,18832,50.8,5,22.6,19.9,73,24.2,0.1,0.1,0,1.2,3.1,72.2,513,6422,2288,438,0,0,0,0,0,53,258810,47024,55.48592901,R
Murray County,Georgia,14520,2.72,72.3,10.6,5,94.2,7.1,11.6,27,51133,23208,16,16189,1.6,2.5,1.1,0.5,1.6,70.4,122100,39789,50.8,6.2,24.7,14.6,96,0.9,0.2,0.4,0,2.1,15.2,81.7,399,5921,2019,301,0,0,0,0,0,0,190070,29453,116.3910201,R
Muscogee County,Georgia,73648,2.56,88.1,27.5,13.9,78.9,5.2,7.8,20.3,47418,26709,20,85012,2.6,5.8,7.6,6.7,7.3,49.1,142900,195418,51.3,7.2,24.7,13.3,42.5,46.5,0.3,2.5,0.1,5.3,7.7,39.8,4403,83288,13760,3404,181,0,379,0,0,503,2979208,574517,904.3316819,D
Newton County,Georgia,37543,2.89,87.1,20.9,8.5,88.8,6.6,6.6,34.2,59178,25394,15,39737,2.7,1.5,0.4,1.8,1.7,71.2,159200,109835,52.7,6.3,26.1,13,48.1,45.9,0.3,1.2,0.1,2.7,5.8,45,1510,19655,11892,1249,0,0,0,0,0,0,950726,131799,408.1215682,D
Oconee County,Georgia,13773,2.83,94.9,50.6,6.6,88.8,7.1,9,25.2,95064,49099,6.2,14578,2.1,0,0,0,0.7,82.6,304400,39194,50.6,5.3,26.5,15.1,87.7,4.9,0.1,4.1,0.1,2.8,5.4,83.7,1251,14015,4357,1089,0,0,0,0,0,183,566909,78069,218.5154093,R
Oglethorpe County,Georgia,5477,2.72,83.5,19.6,7.9,91.9,0.9,5.6,28.8,52816,25884,12.3,6706,0.4,1,0.6,1.3,1.3,77.2,133200,15040,49.2,5.5,22,18,79.4,17.1,0,0.3,0,2.3,4.9,75.4,179,1193,1202,111,0,0,0,0,0,24,31274,4889,34.75360357,R
Paulding County,Georgia,54993,2.98,90.5,23.9,8.5,90.3,6.4,7.5,39.2,74154,29766,6.9,58077,0.8,0.6,0.8,0.6,0.8,77.6,184000,164440,51.3,6.4,26.2,10.8,73.2,20.1,0.2,1.1,0,4.1,6.7,69.1,2165,21338,16060,1708,53,0,116,0,66,395,1472747,205514,540.029821,R
Peach County,Georgia,10215,2.51,84.4,22,9.4,89.1,5.6,8.3,24.5,50267,25929,20.9,11843,6.2,5.4,4.7,3.8,0.5,63.2,140100,27502,51.5,5.4,20.8,15.8,49,44.5,0.4,0.9,0.2,1.6,7.7,45.5,474,7246,2122,424,0,0,0,0,0,0,356695,0,183.2924966,R
Pickens County,Georgia,12129,2.61,87.5,22.7,10.9,88.1,2,3.4,32.2,68365,32501,11.7,14095,0.7,2,1.5,1.5,0.6,78.5,196400,32002,50.5,4.8,20,21.8,87.4,1.6,0.8,0.3,0,9.8,3.1,85.7,717,6797,3447,658,0,0,30,0,0,0,417436,52802,140.4424993,R
Pierce County,Georgia,7178,2.67,84,13.4,6.9,95,2.1,2.7,24.9,48969,23832,18.5,8238,0.6,1.5,1.9,0,0.2,76,101700,19336,50,6.8,24.9,17.1,85.7,10.1,0.3,0,0,1,5,84.1,334,3274,1274,319,0,0,0,0,0,0,123503,16063,57.17439259,R
Pike County,Georgia,6163,2.97,87.1,19.5,9,90.1,1.9,2.2,35.4,68138,29024,9.2,7070,1.2,0.2,0.5,0.2,0.2,84.7,181700,18565,51,4.8,23.3,15.8,88.1,8.9,0,0.4,0,1.7,1.7,86.9,277,1969,1720,206,0,0,0,0,0,0,39278,0,87.75204868,R
Polk County,Georgia,15425,2.73,80.7,12.7,7.1,87.6,6.7,11.9,29.2,46846,24258,18.3,17071,4,3,3.7,0.7,1,64.8,121900,42251,51.1,6.7,25.5,15.4,79.5,11.3,0.3,0.6,0,4.4,13.2,71.8,605,10380,2743,502,0,0,0,0,0,0,377750,61050,137.3138116,R
Pulaski County,Georgia,3803,2.53,79.5,13.1,7.5,88.2,2.1,2.3,21.6,42213,20693,20.4,4730,6.5,1.2,1.4,1.6,2.6,64.2,109500,11185,56.8,4.9,17.6,20.5,59.9,38.7,0.4,0.7,0,0.2,2.9,57.7,169,2068,710,135,0,0,0,0,0,0,82355,0,44.68000799,R
Putnam County,Georgia,9457,2.3,87.7,23.5,11.6,88.9,3.2,5.5,27.2,52910,34294,18.7,13270,0.6,1.2,3.7,1,2.4,74.9,165800,21906,50.9,4.6,20.1,23.6,68.9,26.1,0,0.2,0,2,6.3,65.6,461,4901,2150,283,0,0,0,0,0,0,219620,0,64.17222677,R
Quitman County,Georgia,958,2.39,71,11.5,6.1,92.2,5.2,6.3,29.3,34394,22827,14.3,2046,0,0,0,0,0,78.5,70200,2290,49.2,4.5,12.9,31,43.3,47,0,6.3,0.5,2.8,1.3,42.1,37,204,134,0,0,0,0,0,0,0,13225,0,15.20126539,R
Rabun County,Georgia,7022,2.34,85,28.4,10.4,91,5.9,10,25.6,44871,30875,19.9,12673,1.8,1.6,3.1,1.2,0.6,73.9,185500,16859,51.3,3.8,15.8,28.2,91.8,2,0,1.7,0,1.2,7.9,88,503,4685,2037,457,0,0,0,0,0,0,272846,74007,46.29867979,R
Randolph County,Georgia,2704,2.48,74,12.3,5.1,87.9,0.7,2.3,26.6,29400,15931,29.7,3821,6,1,5.1,2.1,3.2,50,76100,6888,51.6,5.9,26.3,22.2,32.1,63.3,0,0,0,1.8,3.4,32,129,1425,465,115,0,0,0,0,0,0,30279,4371,15.82771935,D
Richmond County,Georgia,72526,2.65,85.7,22.5,12.1,82.1,3.5,6.6,20.9,43882,23842,23.2,89055,2.8,5.4,7.7,7,4,51.6,115300,202178,51.6,6.8,22.9,13.9,36.1,56.7,0.2,2,0.2,3.3,5.1,33.8,4272,87323,14117,3400,0,0,259,0,0,614,2842567,562758,624.4157088,D
Rockdale County,Georgia,31465,2.84,89.3,27.2,9.7,85.1,9.6,10.7,33.8,62505,29098,12.2,33858,2.6,2.6,5.3,3.1,2.8,66.5,170100,90155,52.9,5.8,24.6,14.3,35.8,55.9,0.1,1.9,0.2,4.2,10.2,30.1,2167,33193,10369,1863,111,0,195,0,0,252,1285013,253209,700.1776997,D
Schley County,Georgia,1861,2.8,85.8,12.1,9.3,92.1,1,2.1,25,49105,21857,14.7,2243,4.4,0.6,1.4,0,0.4,77.1,134800,5215,50.9,5.3,22.8,15.9,67.2,27.4,0,0,0,2.8,6.3,65,59,751,326,51,0,0,0,0,0,0,13461,1039,31.49628518,R
Screven County,Georgia,4939,2.74,83.2,14.6,7.8,90.8,1.4,2.3,32.7,39852,23912,20.4,6798,3,4.1,1.9,0,0.7,70.5,85700,13977,52,5.8,21,19,55.8,40.8,0.3,0.8,0,1.6,2.4,54.5,222,2318,1011,222,0,0,0,0,0,0,95365,8910,21.62684568,R
Seminole County,Georgia,3364,2.41,84.3,15.4,9.5,93.2,0.2,1.2,27.7,35286,28132,26.4,4845,0.7,2.3,2.5,0,0.8,66,92100,8218,53.1,5.2,20.8,23.2,61.6,35.3,0,1.1,0,1.7,1.2,61.3,174,1609,578,173,0,0,25,0,0,0,69792,8045,34.05800957,R
Spalding County,Georgia,25693,2.52,82.9,18.1,8.7,88.2,3,3.9,28.8,48970,30491,17.5,27623,3.3,3,3.8,1.6,2.3,64,134800,66043,51.9,6.1,23.6,18.2,61.6,34.2,0.4,1.1,0,2.3,4.7,57.8,1143,17622,5768,991,34,0,0,0,0,192,850037,101959,340.3331697,R
Stephens County,Georgia,9977,2.52,81.6,18,10.4,85.3,3,4.2,22.4,46766,22975,13.9,12621,3.1,3.8,1.3,0.8,1.1,72.9,123800,25934,53.2,6.5,21.6,20.1,82.9,11.3,0.1,0.6,0,2.7,3.7,81.8,521,8135,1784,496,0,0,0,0,0,113,273280,30734,144.7109648,R
Stewart County,Georgia,1845,2.28,72.7,13.6,10.2,69.3,28.3,23.2,32.5,34028,17244,28.2,2346,1,1.1,0.5,1.4,0,70.5,44100,6446,32,2,11.5,14.6,23.5,57.4,0.3,3.1,0,1.1,15.8,22.6,56,732,217,41,0,0,0,0,0,0,19785,0,14.43274541,D
Sumter County,Georgia,11419,2.42,84.2,20,5.5,80.5,4.8,6.7,18.7,37174,21927,24.3,13877,10.2,3.8,4.7,1.4,1,57.7,122000,29714,52.6,6.1,22.6,16.6,43.2,53,0,1.3,0,1.3,5.8,39,607,8681,1995,591,0,0,0,0,0,65,295318,40599,61.14183258,D
Talbot County,Georgia,2891,2.15,82.6,12.6,12.7,91.9,0.7,2.1,34.3,40020,23687,15.4,3439,1,0.4,1.3,2.4,0.4,78.5,98800,6245,51.9,3.8,16.7,24.5,40.8,56.7,0.1,0.6,0,1.2,0.8,40.4,64,533,450,29,0,0,0,0,0,0,16315,0,15.82871144,D
Taliaferro County,Georgia,662,2.41,77.8,5.7,8.9,95.7,3.5,4.8,31.1,37717,20979,24.7,1057,1.5,0.2,1.1,0.8,0.3,76.4,63500,1596,52.3,4,14.3,29.4,37.7,58.5,0,0,0.5,0,4.4,36.5,17,218,120,0,0,0,0,0,0,0,2838,0,7.897949261,D
Tattnall County,Georgia,8345,2.3,77.4,14,9,76.3,5.8,13.5,27,44053,19245,21.7,10043,4,1.8,0.2,0.1,0.2,67.2,89800,25392,41.2,5.2,20.5,13.6,58,29.1,0.4,0.1,0,2,11.9,56.9,304,3796,1448,209,0,0,0,0,0,0,104783,12749,52.5889365,R
Taylor County,Georgia,3623,2.19,79.5,12.5,7,93.6,3,4.2,27.2,28550,21770,29.4,4623,2.6,2.1,3.6,2.4,0.8,60.2,87100,8126,53.7,5.1,20.1,20.6,57.9,38,0,3.4,0,0.7,0.7,57.5,126,921,547,98,0,0,0,0,0,0,45065,2148,21.29092358,R
Telfair County,Georgia,4481,2.83,71.8,7,6.4,92.2,10.2,10.2,26.3,32764,17518,27.4,7286,4,1.6,6.4,0.4,0.1,70.3,69300,15871,41,3.2,16.4,18.2,52.5,39.3,0.1,0.2,0,2.3,11.4,49,173,2566,808,128,0,0,0,0,0,25,78746,7879,36.26738883,R
Terrell County,Georgia,3355,2.48,76.5,10.2,9.4,90.6,3.3,4.9,24,35335,19987,31.2,4163,3.9,2.3,2.2,1.4,1.3,56,93400,8654,50.4,5.8,23.1,19.3,36.3,57.8,0.2,3.1,0,0.5,2.9,35.7,166,1702,716,143,0,0,0,0,0,0,92620,0,25.40962726,D
Thomas County,Georgia,17750,2.47,86.1,24.1,7.8,83.3,2.4,4.3,19.5,47133,27937,17.5,20782,2,3.6,4.6,1.3,1,62.3,150300,44545,52.2,6.3,23.8,18,59.8,36.9,0.2,0.3,0.1,1.8,3.7,57.6,1146,17366,3420,961,0,0,0,0,0,135,642530,91278,81.61793304,R
Tift County,Georgia,14868,2.58,83.2,17.3,6.8,91.7,5.4,11.4,18.5,44827,24191,22.5,16850,5,4.2,3.1,0.9,2.1,61.6,123000,40590,51.4,6.9,24.7,14.8,62.3,29.4,0.2,1.3,0,3.8,12,55.1,1086,17972,3430,987,0,0,77,0,0,179,882371,119061,155.7903188,R
Toombs County,Georgia,9792,2.71,83.5,16.6,8.4,85.6,5.5,10.6,23.1,41244,24797,20.7,12232,5.5,4.2,3.5,0.7,1.1,62.7,97800,26947,53.6,7,26.3,16.3,65.7,25.9,0,0.7,0,2.8,11.6,59.8,663,9622,1993,0,0,0,0,0,0,82,510173,59736,73.70699067,R
Towns County,Georgia,5006,2.19,91.7,32.6,10.8,86.7,2.7,4.2,21.5,51257,27763,12.8,8291,0.9,1.6,0.2,1.1,2.2,80.4,241900,11815,53.2,3.3,12.3,34.2,94.8,1.7,0.3,0.5,0,2,2.9,93.7,290,2767,1318,255,0,0,0,0,0,0,83317,39300,72.30995092,R
Treutlen County,Georgia,2395,2.62,76.4,16.3,8.5,84.4,3.6,4.7,30.3,32072,24390,31.3,3002,3,1.5,1,0.2,0,62.7,71900,6787,46.2,6.3,23.8,17.2,70.6,29,0,0,0,0.4,1.9,69,83,691,490,93,0,0,0,0,0,0,42616,1668,34.60307881,R
