NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Glades County,Florida,4019,2.99,74.4,8.9,10.6,88,12.2,22.5,22.8,34143,17798,20.7,6840,1.8,1.3,0.8,0.4,0.3,74.7,79200,13420,45.8,3.9,16.7,25.9,80,12.6,4,0.6,0,1.4,13420,60.9,112,788,535,125,0,0,0,0,0,0,28716,5106,17.31800147,R
Gulf County,Florida,5349,2.53,82.5,16.7,10.8,84.4,2,4.7,21.9,40822,20050,15.3,9211,2.4,3.1,1.3,0.9,0.3,74.6,131400,15851,41.8,4.6,15.9,17.9,78.2,18.6,0.4,0.6,0.2,1.9,15851,73.8,286,2749,1147,211,0,0,0,0,0,0,79324,25933,28.88432068,R
Hamilton County,Florida,4717,2.32,75,10.2,9.6,80.4,3.6,9.5,20.4,38980,15970,27,5701,3.5,1.4,1.6,0,0.2,72.6,71000,14362,41.7,4.5,18.9,15.4,60,34.3,0.8,0.4,0,2.7,14362,54.7,169,1846,574,201,0,0,0,0,0,0,190774,0,27.95153602,R
Hardee County,Florida,7558,3.32,68.9,9.6,6.8,90.3,14.5,38.8,24.7,36222,17179,26.4,9623,2,2.1,3.1,2.5,1,68.5,78800,27302,46.1,7,27,14.5,82.3,8,0.2,0.6,0,1.3,27302,47.6,384,4129,1278,382,0,0,0,0,0,55,186996,23214,42.89814681,R
Hendry County,Florida,11817,3.07,62.9,9.1,6.1,83,27.3,46.8,28.5,37552,18027,26.3,14389,3.1,1.4,1.2,0.9,0.3,67.7,70600,38376,47,7.5,27.7,12.8,76.2,11.9,2.2,0.9,0.1,1.5,38376,33.9,579,6115,2880,568,0,0,0,0,0,0,344057,47836,33.97897039,R
Hernando County,Florida,70918,2.46,87,16.4,13.8,86,6.8,10.8,28.9,42274,22435,15.6,84768,1,1.5,1.6,0.8,1.3,78,112300,176797,51.9,4.5,18.8,27.4,89.6,5.3,0.2,1.1,0,2.3,176797,80.1,3177,33835,11252,2694,0,0,121,0,177,509,2036511,254562,386.6860563,R
Highlands County,Florida,40500,2.4,83.3,16.5,14.6,83.2,11.1,18.4,20.4,35865,21916,19.4,54967,3.8,3.1,2.3,1.3,2,75.6,86600,98862,51.4,4.8,17.7,33.9,82.5,10,0.2,1.5,0,1.6,98862,68.9,1913,20419,5715,1649,0,0,75,0,0,268,1261208,125569,99.27047099,R
Hillsborough County,Florida,495841,2.63,87.8,31.4,9,82.1,16.1,28,26.8,51681,28727,16.4,554762,2.1,4.1,6.2,7.9,9.3,57.9,167400,1323059,51.3,6.4,23.2,13.1,71.1,16.6,0.3,3.8,0.1,3.1,1323059,51.2,36533,587224,118525,29153,841,91,1902,0,3701,5574,24583342,4268267,1348.83771,D
Holmes County,Florida,6809,2.6,78.3,12.3,11.6,84.9,1.7,2.3,28.9,37437,17854,26,8571,1.2,0.7,0.7,0.3,0.2,79.8,90700,19569,46.5,4.8,20.1,18.9,88.5,8,0.6,0.3,0.1,2.2,19569,87.4,251,1865,1086,209,0,0,0,0,0,33,108338,0,40.70347477,R
Indian River County,Florida,57829,2.49,87.6,27.2,12.2,85.2,10.2,13.5,22.2,47446,32208,14.1,77498,2.2,3,5.1,9.2,6.2,74.6,160900,145342,52,4.4,17.5,30.2,85.7,9.1,0.2,1.2,0,1.9,145342,76.4,4249,43224,13415,3922,0,0,0,0,0,0,2267749,333993,301.4491202,R
Jackson County,Florida,16744,2.44,78.4,13.7,11.5,84.2,3.4,6.1,22.2,35470,17222,22.9,20820,1.8,2.5,1.5,1,0.4,70.9,92200,48721,44.6,4.9,18.7,17.7,69.3,26.7,0.6,0.7,0.1,1.8,48721,65.7,768,9305,2765,0,0,0,0,0,0,114,601986,56826,52.52692156,R
Jefferson County,Florida,5564,2.08,79.8,19,11.1,86.4,3,6.8,28.6,41696,21311,15.8,6599,0.2,0.8,1.9,0.2,0.1,78.5,123300,14082,46.9,4.6,17,20.1,61,36,0.2,0,0,1.2,14082,58,236,1596,1012,0,0,0,0,0,0,0,69819,8874,23.25052322,R
Lafayette County,Florida,2320,3.04,74.8,13.6,6.8,87.9,4.3,15.4,25.2,36236,19341,18,3175,0,1.4,1.1,0,2.6,82.2,112400,8742,42.6,4.8,20.8,13.8,79.6,17,0.1,0.1,0,2,8742,69.3,97,686,347,137,0,0,0,0,0,0,25796,0,15.85724297,R
Lake County,Florida,122036,2.57,87.8,21.7,13,83.7,8,12.9,28.2,47141,24760,13.5,147372,1.6,2.3,2.6,2.9,3.3,74,145100,317586,51.6,5.1,19.9,25.9,83.5,9.9,0.4,1.8,0.1,2.2,317586,71.9,7132,81265,24468,6287,193,0,440,0,390,1065,4938933,646182,356.4720604,R
Lee County,Florida,258084,2.6,87,26.7,10.7,83.6,15.6,21.6,27.3,50390,28949,15.5,377081,2.7,4.2,4.8,5.8,10,69,171100,680970,51,4.9,18.6,26.3,84.9,8.6,0.2,1.6,0,1.8,680970,69.1,18143,209788,63568,16043,319,37,559,0,1234,3004,12227771,1925727,921.2488782,R
Leon County,Florida,111111,2.44,92.6,45.2,7,73.4,7,10.3,20.6,48248,27190,21.3,126658,3.8,6.1,5.2,5.8,12,52.2,183800,284788,52.4,5.2,18.8,11.3,62.1,31.2,0.2,3.3,0,2.2,284788,57.4,7603,98267,20580,6302,268,0,353,0,0,1208,4081023,830570,431.6048032,D
Levy County,Florida,15372,2.55,81.9,11.2,14,85.6,3.5,6.9,30,35480,20555,22.2,19861,1.7,1,1.6,0.5,0.7,75.1,86700,39707,50.8,5.1,20.2,22.6,87.7,9,0.4,0.4,0,2.3,39707,80.5,722,5867,2686,619,0,0,0,0,0,119,421904,37438,35.7358906,R
Liberty County,Florida,2363,2.87,79.1,12.5,8.7,84.6,4.9,7.9,32.6,37917,17218,16.9,3455,0.7,0,0.2,0,0.2,75.7,69500,8285,36.9,5.3,19.1,11.9,77.2,18.3,0.3,0.7,0,1.1,8285,73.7,85,1156,393,57,0,0,0,0,0,0,28222,1743,9.816131621,R
Madison County,Florida,6665,2.47,82.7,12.3,7.7,86.5,3.7,6.3,26.2,29806,16486,28.5,8436,0.8,1.5,1.1,0.2,1.3,78.5,81100,18560,47.5,5.5,20,18.1,57.9,38.7,0.5,0.2,0,1.7,18560,54.5,308,2863,958,284,0,0,0,0,0,0,157425,15916,26.17990343,R
Manatee County,Florida,135990,2.57,88.5,27.9,11.6,82.7,12.2,16.4,25.1,51483,29140,14.3,179365,2.1,3.6,4.8,5.1,8.1,69.9,178700,353411,51.7,5.1,19.5,25.5,85.6,8.9,0.3,1.9,0.1,1.7,353411,72.1,8729,99027,29976,7717,60,0,359,0,0,1451,5421829,766156,505.7992725,R
Marion County,Florida,132277,2.5,86.4,18.4,13.2,84.6,7.2,11.3,25,40295,22390,18.2,163786,1.4,2.6,2.8,1.5,1.4,74.8,114400,340341,51.9,5,18.8,27.8,81.8,12.7,0.3,1.5,0,2.6,340341,72,7004,79752,24317,6436,0,0,427,0,0,1291,5080893,531820,219.7815436,R
Martin County,Florida,62980,2.38,90,31.5,12.4,84.5,10.1,14.3,26.1,52622,35892,11.8,78957,2.7,4.8,5.9,8.8,6.5,75.6,209700,153592,50.6,4.1,16.9,29.4,87.1,5.6,0.4,1.2,0,1.5,153592,79.4,5462,57067,15319,5023,40,0,138,0,0,1095,3089758,439650,291.8765062,R
Miami-Dade County,Florida,853624,3.07,80.6,27.3,2.5,87.7,52.2,73,30.6,44224,24515,19.9,1004835,2,3.5,5.2,6.9,30.9,52.6,221100,2664418,51.5,5.8,20.6,15.2,75.6,18.4,0.1,1.6,0,1.5,2664418,14.5,83903,972716,469992,74627,1902,119,3017,62,33891,15974,45110749,11060042,1428.871135,D
Monroe County,Florida,29549,2.53,91,31.1,11.4,81.2,17.8,23.2,18.4,60303,36771,13,52977,5.4,4.7,4.6,4.7,7.4,60.2,400800,77150,47,4.6,15,20.4,88.9,7.1,0.2,1.1,0,1.5,77150,68.3,3816,31794,11587,3282,0,0,78,0,199,517,1688476,1229195,80.44332607,R
Nassau County,Florida,29214,2.62,90.9,24.5,13.7,84.5,3.3,3.9,29.4,59196,31141,12.7,36152,1.9,2.7,3,3,3.8,76.1,192600,77187,50.6,5.2,20.5,19.9,90.4,6.4,0.4,0.9,0,1.3,77187,87.5,1845,17090,5874,1572,0,0,39,0,0,254,791319,324722,124.2941482,R
Okaloosa County,Florida,76140,2.5,91.3,29.4,22.6,81.4,6.6,10.3,23.2,57655,29603,12,94851,2,4.1,4.9,2.9,13,63.3,191800,195798,49.3,6.8,22.2,15.1,78.9,9.6,0.6,2.9,0.2,4.4,195798,74.9,5280,59443,16255,4288,28,0,0,0,0,814,3609707,694876,216.2509005,R
Okeechobee County,Florida,12850,2.82,71.9,10.7,9.1,90.8,12.1,23.3,25,36415,17173,25.3,18234,1.8,2.4,1.5,0.7,0.5,70.8,90800,39420,46,6.1,22.8,17.8,86.9,8.8,0.9,1,0.1,1,39420,63.8,791,7042,2197,757,0,0,0,0,0,0,625128,56724,52.43049558,R
Orange County,Florida,444852,2.75,87.7,31.9,6.5,80.6,20.2,34.6,27.1,49391,26210,17.3,508562,1.6,4,6.9,9.1,11.8,54.3,173700,1256055,50.8,6.3,22.8,10.7,64.3,20.9,0.2,5.2,0,3.3,1256055,42.7,36801,704627,129056,29546,1191,87,2475,32,3823,6033,26388535,11132798,1455.048607,D
Osceola County,Florida,93324,3.32,85.7,18.7,6.9,85.6,19.2,48.9,31.4,45536,19482,19.5,135085,1.5,3.4,6.6,10.7,4.2,60.2,146500,311962,50.8,6.5,25.1,12.6,75.3,11.4,0.4,2.6,0.1,3.6,311962,35.5,6000,76881,31991,5510,184,0,407,0,1167,1066,4128165,1500422,253.0872298,D
Palm Beach County,Florida,538549,2.56,87.9,34.2,7.8,84.4,23.8,30.2,25.2,55277,34846,13.9,674975,2.9,7.2,6.3,6.4,18.3,68.6,222700,1398757,51.6,5.2,19.6,22.7,74.5,18.3,0.1,2.5,0,2.2,1398757,56.9,47613,512940,170587,42022,1038,0,1906,0,4029,9180,24445666,4656256,732.9382746,D
Pasco County,Florida,189292,2.54,88.3,22.5,12.1,87.8,9.2,14.4,30.9,46010,25225,13.6,232977,1.6,2.4,3.3,2.9,3.5,72.8,122100,488310,51.3,5.2,20.5,22.4,88.5,5.1,0.4,2.4,0.1,2.5,488310,77.3,9377,96501,35254,7996,86,0,605,0,371,1365,7098666,701145,685.3102123,R
Pinellas County,Florida,405788,2.27,90.4,29.5,11.3,84.2,11.5,13.7,24.3,47090,31035,14.1,504477,2.8,4.4,6,7.4,16.9,64.6,157500,939548,52,4.5,17,23,82.5,10.2,0.3,3.2,0.1,2.6,939548,75.3,28117,374390,81112,23970,303,59,1331,0,952,5219,16891083,3056617,3508.958772,R
Polk County,Florida,223060,2.8,84,19.5,10,84.6,9.9,19.9,25.6,44146,21669,17.7,283333,3.4,3.4,2.9,2.3,2.9,68,110400,637691,51,5.9,22.7,19.5,78.5,15.1,0.3,1.7,0,2.5,637691,61.9,11530,181761,42327,9105,196,0,657,0,627,1392,8333421,1019024,370.7507173,R
Putnam County,Florida,27306,2.59,78.4,12.7,12.8,87.6,4.2,9.4,27.5,33003,18561,27,36681,1.9,1.4,1.2,1.1,1.4,72.9,84100,72304,50.6,5.8,21.8,21.1,78.8,16.6,0.3,0.6,0,1.5,72304,71.9,1248,12505,3867,1064,0,0,49,0,0,148,737422,69413,99.29802212,R
Santa Rosa County,Florida,59455,2.66,90.2,26.9,18.6,81.5,4.5,5.8,28.2,60652,28219,12.3,67603,1.6,2.6,2.1,1.4,2.6,73.1,165500,163903,48.8,5.7,22.6,14.4,86,5.7,0.5,1.9,0.2,4.6,163903,83.1,2622,24931,11745,2419,0,0,62,0,0,543,1508066,238399,168.5152641,R
Sarasota County,Florida,175576,2.23,92.6,33.1,13.1,84.4,12.2,12.8,23.2,52796,35210,11,231587,1.8,2.5,3.7,4.7,12.3,73.2,196800,398011,52.3,3.7,14.9,34,91.2,4.5,0.3,1.5,0,1.7,398011,83.7,13671,142030,40328,12464,0,0,480,0,0,2432,7397340,1151697,742.3105026,R
Seminole County,Florida,156216,2.81,93.4,35.8,8.5,85.5,12.3,20.2,27.3,58538,30097,12.1,185436,0.9,3.7,7.2,7.9,7.2,66.3,188400,442905,51.7,5.3,21.6,14.3,79.2,11.4,0.2,4.1,0.1,3,442905,63.4,13311,167426,40959,11056,304,0,721,0,843,2116,9607027,1038100,1471.757217,R
St. Johns County,Florida,81308,2.65,94.7,42.5,11.5,82.9,6.9,8.2,27,69523,38362,9,97065,0.8,2.7,4.5,4.9,5.5,76.1,259900,218362,51.5,5.1,22.1,18.1,89.3,5.2,0.2,2.4,0.1,2.2,218362,84.1,6057,59165,20217,5692,0,0,254,0,206,1181,3214807,824564,391.358279,R
St. Lucie County,Florida,108796,2.67,85.8,19.8,10.9,84.7,16.1,21.5,27.6,44140,24104,17.9,137649,2.6,2.7,2.9,3.7,9.2,71.8,137700,293136,51.2,5.3,20.8,22.6,73.7,19.5,0.3,1.8,0,2.2,293136,59.3,5540,58914,24859,4588,119,0,285,0,342,691,3794883,456735,536.1539462,R
Sumter County,Florida,49362,2.11,90.5,29.8,18.1,85.7,5.2,6.4,25,52594,31591,9.9,63694,0.3,0.7,0.3,0.3,1.2,90.2,227000,113589,49.4,2.1,7.5,53.1,88.7,8.3,0.3,0.3,0,1.4,113589,84.7,1453,20883,6367,1223,0,0,0,0,0,241,1089725,177121,226.4168367,R
Suwannee County,Florida,15315,2.75,79.1,12,11.9,85.2,5.7,9.2,26,37796,19322,22.7,18859,0.5,0.4,1.2,0.9,1.1,69.6,88700,43653,50.8,5.6,21.4,20.1,83,13.9,0.4,0.3,0.1,1.5,43653,75.6,680,8172,2417,501,0,0,0,0,0,0,572408,50974,63.60305056,R
Taylor County,Florida,7544,2.47,78.7,9.8,10.5,85.7,2.8,5.8,21.8,36195,16081,14.8,10885,0.7,2.5,1.5,0.3,1.1,77,83200,22582,44.3,5.8,19.3,17.8,74.6,21.6,0.9,0.5,0.1,1.4,22582,72.2,403,4750,901,318,0,0,0,0,0,0,268082,21717,21.25463723,R
Union County,Florida,3892,2.57,74.4,7.6,14.5,82.4,2.9,5.4,22.8,37778,12943,22.4,4462,3.1,2.2,0.8,1.3,1,67.2,89100,15159,35.1,5.5,19.1,12.8,74.1,22.3,0.4,0.5,0.1,1.3,15159,70.2,135,1848,576,139,0,0,0,0,0,0,63855,2983,62.17049519,R
Volusia County,Florida,205310,2.44,89.3,22.4,12.2,85.6,7.4,13.2,25.3,42240,24834,16.7,256164,1.7,2.9,3.4,3.9,10.4,69.6,139000,510806,51.3,4.7,18,23.2,83.4,10.6,0.4,1.7,0,2,510806,73.6,12603,143888,39837,10372,0,0,620,0,490,1932,7739644,1293257,480.7247269,R
Wakulla County,Florida,10726,2.59,87.7,16.6,10.4,80.8,2,6.3,33.4,54078,22129,14.3,12871,0.7,1.5,0.3,0.4,0.5,75.6,131500,31314,44.2,5.1,21,12.9,82.1,15.2,0.6,0.4,0,1.3,31314,79.1,440,3566,2025,403,0,0,0,0,0,0,236500,32644,52.59210357,R
Walton County,Florida,24329,2.44,84.9,26.3,12.6,83.9,5.8,7.9,28,46910,28475,17.4,47821,1.6,3,3.6,3.2,16,71.3,183400,61528,49.3,6,20.5,18.8,86.9,5,0.7,1.2,0.2,2.9,61528,84.4,2157,19652,7713,1963,0,0,49,0,0,409,1122081,526690,63.49401567,R
Washington County,Florida,8370,2.63,79.8,11,11.2,84.8,2.7,4.6,30.5,38330,18239,20.5,10676,0.8,0.6,0.5,0.8,0.5,78,93700,24627,45.5,5.4,20,17.5,80.1,15.7,1.2,0.1,0.3,2.1,24627,77.6,378,3775,1509,352,0,0,0,0,0,73,203898,23124,42.05697753,R
Appling County,Georgia,6711,2.66,76.4,11.9,8.5,88.5,4.4,9.7,20.7,37388,19607,20.6,8408,2.3,0.6,1.5,0.2,0.1,71.1,72100,18410,51.3,7,25.3,15.5,77.1,18.2,0.5,0.8,0,1.1,18410,70,365,5940,1160,0,0,0,0,0,0,0,578711,25572,36.33826402,R
Atkinson County,Georgia,2717,3.03,67.9,6.7,6.2,91.7,13.1,22.3,23.3,31296,19002,27.6,3446,1.2,1.8,1.4,1.2,0.3,72,62900,8268,48.7,7.6,28.6,11.5,71.5,18.1,0.7,0,0,0.8,8268,56.4,87,1385,541,56,0,0,0,0,0,0,41718,2536,24.38246923,R
Bacon County,Georgia,3871,2.75,80.1,13.2,7.5,83.3,4.7,7.9,19.1,37303,18299,18.3,4743,3.4,0.9,1,0.5,0.1,68.6,64100,11251,50.3,7,25.8,14.3,78.7,15.4,0,0.4,0.3,1.7,11251,74.1,227,2913,619,288,0,0,0,0,0,0,81214,0,40.0371327,R
Baker County,Georgia,1328,2.45,78.8,11,6.4,94.9,5,6.7,27.5,45903,23001,15.7,1757,1.1,0.5,0,0.1,0,73.6,90700,3250,51.5,3.2,17.5,19.5,54.8,41.4,0.3,0.8,0.5,0.3,3250,50.2,25,219,206,46,0,0,0,0,0,0,4117,0,9.212001961,R
Baldwin County,Georgia,15880,2.63,81.7,18.4,7.6,78.6,2.6,3.8,20.6,34595,19147,29.7,20206,5,4.3,7,2.9,2.9,53.8,103700,45808,49.8,5,19.4,13.8,54.3,41.7,0.2,1.5,0.1,1.3,45808,53.1,801,13107,3013,705,0,0,67,0,0,0,674231,0,174.5573555,D
Banks County,Georgia,6483,2.83,75.4,11,8.9,92.1,4.8,6.4,30.1,40721,18890,15.5,7548,1.1,0.7,0.1,0.2,0.2,75.5,120800,18336,49.4,5.3,23.6,16.2,93.5,2.4,0.3,1.3,0,1.5,18336,88.4,284,3212,1278,373,0,0,0,0,0,0,223610,59808,79.26640546,R
Barrow County,Georgia,24000,3.05,82,16.8,8.5,88,6.9,12,32.6,53133,21978,14.5,26902,2.7,1.1,1.2,0.8,0.5,72.8,123200,73340,50.7,7.3,27.1,11.2,79.9,11.3,0.3,3.5,0,2.3,73340,73.7,1172,15939,6011,1155,0,0,0,0,0,158,993644,177473,480.9334821,R
Bartow County,Georgia,36490,2.77,81.6,18.5,9.1,83.8,4.7,7.9,27.6,50565,23376,14.8,39935,2.6,2.1,2.7,2.5,1.8,64.3,128200,101942,50.4,6.5,25.3,12.8,83.4,11,0.5,0.8,0,1.2,101942,78.8,1964,31827,7973,1898,0,0,197,0,0,0,1330658,234472,225.89026,R
Ben Hill County,Georgia,6452,2.65,81.2,10.6,6.2,91.1,2.4,4.7,16.9,29510,15311,35,7896,3.5,4,2.9,0.6,1.8,61,81100,17405,51.8,7.1,26,15.3,59.9,36,0,0.1,0,1.6,17405,56.8,313,4837,1053,246,0,0,0,0,0,36,207017,17772,68.93873284,R
Berrien County,Georgia,7108,2.65,80.3,12.3,8.9,89.1,3.1,5.8,24.1,35740,17007,25.6,8641,1.7,1.5,1,0.3,0.4,71.2,82300,18986,50.5,6.1,24.4,16.1,84.3,11.2,0.5,0.9,0,2.2,18986,82.4,248,3271,1063,244,0,0,0,0,0,0,100251,11460,42.02493149,R
Bibb County,Georgia,57269,2.58,84.3,24.6,8.7,81.4,3.6,4.8,21.2,37108,22175,27.8,70178,5,5.1,7.8,5.1,5.4,52.4,117000,154194,52.8,7.2,25.1,13.9,42,53.9,0.1,1.8,0,1.6,154194,39.9,4121,73625,12338,3108,203,0,381,0,0,447,2685363,451023,612.7265284,D
Bleckley County,Georgia,4081,2.76,85.2,17.7,8.4,84.2,1.3,1.9,25.4,37060,19511,23,5282,2.7,1.3,1,0.6,1.2,72.8,99800,12835,53.9,5.4,22.3,16.9,69.5,27.8,0.1,0.1,0,1.3,12835,69,168,1476,810,212,0,0,0,0,0,24,93796,12410,60.08251201,R
Brantley County,Georgia,6423,2.85,80.2,9.5,7.8,88.7,0.8,2.3,30,36837,17320,21.2,7924,0.8,0.3,0.1,0.7,0,79.4,65600,18403,50.4,6.4,25.5,14.4,94.5,2.9,0.1,1.3,0.2,1.1,18403,92.8,189,1254,1029,221,0,0,0,0,0,0,70903,5723,41.49302172,R
Brooks County,Georgia,6482,2.4,79,12.4,12.9,89.9,3.5,6.8,23.5,34547,19665,24.7,7657,1.5,2.8,1.7,0.5,0.3,72.5,91400,15645,51.8,5.8,21.9,18.3,59.8,35.9,0.1,0.8,0.1,1,15645,57.2,207,2133,916,0,0,0,0,0,0,0,93406,7673,31.81338273,R
Bryan County,Georgia,11788,2.89,90.4,33.3,14.2,82.6,4.5,7.3,29.1,65862,29056,13.3,12994,0.8,2.8,4,0.7,1.6,69.4,202000,34104,50.1,7.3,29.1,10,78.4,15.2,0.6,1.8,0,3,34104,74.7,638,5992,2673,0,0,0,0,0,0,143,373376,65100,83.02669867,R
Bulloch County,Georgia,26210,2.54,86.6,28.2,7.1,76.1,3.5,4.8,20.9,37125,19544,31.5,29892,6.2,4.9,6.1,7.2,2.2,50.4,131600,73141,50.6,5.5,19.8,10.2,66,28.5,0.3,1.5,0,2.2,73141,64.2,1432,17722,4584,1225,0,0,0,0,0,181,957512,173600,111.0206197,R
Burke County,Georgia,8082,2.8,77.3,10.4,9.7,90.1,2.1,3.7,26.7,34589,18667,30.5,9824,3,4.7,1.8,0.1,0.1,70.7,79800,22838,52.1,7.1,26.4,14,48,49.2,0,0.3,0,0.6,22838,47.1,319,8445,1470,352,0,0,0,0,0,57,221199,22037,27.43517689,D
Butts County,Georgia,7737,2.7,77.2,10.2,8.8,82.8,3,3.4,30.8,40753,19529,20.5,9288,1.6,3.1,3,1,0.6,71.5,117000,23479,46.9,5.9,21.4,14.5,69.3,28.3,0.1,0.6,0.1,0.8,23479,66.9,356,4340,1558,310,0,0,0,0,0,0,316008,26449,129.6089135,R
Calhoun County,Georgia,1852,2.41,76,10.3,6.6,77.1,4.2,6.7,21.6,28200,16778,32.7,2374,3.6,2.9,4,1.6,0.6,65.6,55600,6443,39.7,3.7,18.9,12.5,34,60,0,0.8,0,2,6443,32.4,73,684,311,98,0,0,0,0,0,0,13872,355,22.55614675,D
Camden County,Georgia,18658,2.71,91,22.6,18.9,77.7,3.7,6.7,22.4,53327,24368,14,21415,3.4,4.3,5.4,3.1,1.9,58.1,151700,52092,48.3,7.7,25.1,11.2,74.5,18.2,0.5,1.3,0.1,4,52092,70.4,803,8044,2535,724,0,0,0,0,0,157,600901,107114,86.44536711,R
Candler County,Georgia,4026,2.65,75.3,14.2,11.2,86.2,4.9,8.9,23.9,33379,17750,29.7,4693,2.7,1.7,0.4,0.2,0.5,61.8,89900,10962,50.6,5.6,25.2,16.5,67.6,24,0.6,2.3,0,0.9,10962,62.7,215,2264,786,237,0,0,0,0,0,0,145656,0,44.88740578,R
Carroll County,Georgia,40287,2.73,81.1,18.2,7.9,81.6,3.7,6.5,28,45486,22002,19.3,44691,2.4,2.3,4.1,2.9,2.1,63.8,113700,113756,51.1,6.5,24.4,12.4,75.4,18.4,0.3,0.9,0.1,2.3,113756,71.5,2030,35391,8334,1753,0,0,171,0,33,233,1556905,215840,232.9720476,R
Catoosa County,Georgia,24099,2.7,85.6,19.7,8.2,88.2,2.4,4.1,23.1,52265,23834,11.8,26826,3.1,3.2,3,1.5,0.5,73.9,135300,65645,51.5,5.5,23.7,15.8,93.2,2.6,0.2,1.5,0,1.8,65645,91.7,909,11424,4124,884,0,0,0,0,0,134,948299,121967,409.45299,R
Charlton County,Georgia,3474,3.39,80.9,9,9,84.7,9,9.6,31,43871,18693,20.6,4425,2.4,0.7,0.6,0.3,0.3,74.5,80400,12968,48.4,5.3,19.4,12.8,67,26.5,0.9,0.4,0,2.3,12968,62.2,149,1919,476,175,0,0,0,0,0,0,61034,8834,16.15392305,R
Chatham County,Georgia,106749,2.53,89.3,32.9,11.2,79.2,6.2,9.6,21.3,49596,27204,18,122702,4.2,5.9,6.8,5.1,6,53.8,174500,282613,51.7,6.7,22.1,13.6,53.3,39.8,0.3,2.6,0.1,2.5,282613,49.5,7728,137176,20730,6171,183,0,551,0,190,1182,5006241,1492349,673.7574216,D
Chattahoochee County,Georgia,2578,3.21,90.2,30.1,16,51.5,7.4,14.6,15.2,43929,19708,14.3,3342,10.8,12,5.7,0.8,0.9,30.3,66400,11882,32.5,8.8,23.1,3.9,69.9,18.5,0.8,3.2,0.2,4.6,11882,60,111,1883,248,68,0,0,0,0,0,0,14818,3070,43.91004882,R
Chattooga County,Georgia,9361,2.48,72.5,8.9,7.7,88.9,3.1,4.5,25.3,35245,17381,22.4,10891,2.5,2.2,2.5,0.3,1.4,66.7,67300,25046,48,5.4,22.2,16.2,86.7,10.7,0.1,0.6,0.1,0.9,25046,82.9,305,4826,1353,229,0,0,0,0,0,0,159897,16862,79.22720801,R
Cherokee County,Georgia,80378,2.85,89.8,35.5,8.7,87,8.9,11.8,33.5,72586,32002,10,85926,0.7,1.2,1.1,3.3,3.7,77.3,204400,230629,50.8,6.4,26.1,11.9,86.7,6.5,0.2,1.7,0,2,230629,80.2,5150,50407,23616,4795,58,0,255,0,0,988,2976983,420446,573.9334838,R
Clarke County,Georgia,44901,2.49,86.2,40.8,4.7,71.8,10.1,14.8,19.8,33116,20195,35.2,51868,8.3,6.2,8,9.1,10.6,38.5,152300,122037,52.4,5.6,17.4,9.6,63.9,27.2,0.2,4.4,0,1.9,122037,55.9,3015,48003,8515,2517,0,0,250,0,0,388,1982006,396007,1046.159399,D
Clay County,Georgia,1160,2.6,82.3,7.4,9.3,85.7,2.6,5.7,28.6,22120,13533,39.8,1903,2.2,0,3,0.4,0.7,64.1,71400,3068,52.1,7.1,24.6,23.9,29.3,62.3,0,0,0,8,3068,29.1,38,275,156,25,0,0,0,0,0,0,7838,0,15.45693749,D
Clayton County,Georgia,90182,2.95,83.6,19,8.9,79.4,14.2,19.9,30.3,42470,18728,24.3,104699,1.4,3.7,11.1,7.1,5.3,51,86700,270269,52.7,7.8,28.3,8.2,19.6,68.1,0.2,5.2,0,2.3,270269,11.9,3750,72809,28491,2946,357,0,614,0,140,448,3454890,585554,1972.957014,D
Clinch County,Georgia,2524,2.53,76.4,14.4,8.3,86,2.9,4.2,19.6,24848,16912,35.3,2966,1.6,4,0.8,0.3,0.2,71.2,65400,6814,49.8,9.3,27.2,15.1,67.1,26.8,0.6,0.5,0,1.6,6814,66.1,127,1611,403,0,0,0,0,0,0,0,36882,4038,8.533875599,R
Cobb County,Georgia,271975,2.64,91.2,45,7.9,81.2,15.7,21.2,30.7,68818,34891,11.6,293084,0.9,2.2,5.7,8.1,7.8,63.9,205600,728388,51.7,6.6,24.7,10.6,60.7,26.7,0.2,5,0.1,2.6,728388,53.8,20180,338473,76862,17066,825,87,1586,0,0,3537,18543691,2056579,2202.447526,D
Coffee County,Georgia,14110,2.77,78.7,13.1,6.5,89,5.9,10.4,19.6,34536,18060,24.5,16909,2.8,2.9,1.3,0.3,0.6,66,84400,43042,48.8,6.8,24.9,12.6,67.3,28.1,0.1,0.8,0,0.8,43042,59,833,13281,2830,737,0,0,0,0,0,138,542141,74979,74.74530865,R
